company_name,region_name,map_country,coverage_status,note,unknown_type
Sportradar,North America,United States,partial,,
Sportradar,North America,Canada,partial,,
Sportradar,North America,Mexico,partial,,
Sportradar,Asia-Pacific,Japan,partial,,
Sportradar,Asia-Pacific,South Korea,partial,,
Sportradar,Asia-Pacific,China,partial,,
Sportradar,Asia-Pacific,Australia,partial,,
Sportradar,Asia-Pacific,India,partial,,
Sportradar,Asia-Pacific,Thailand,partial,,
Sportradar,Asia-Pacific,Vietnam,partial,,
Sportradar,Asia-Pacific,Indonesia,partial,,
Sportradar,Asia-Pacific,Malaysia,partial,,
Sportradar,Asia-Pacific,Philippines,partial,,
Sportradar,Asia-Pacific,Singapore,partial,,
Sportradar,Asia-Pacific,Saudi Arabia,partial,,
Sportradar,Asia-Pacific,Qatar,partial,,
Sportradar,Asia-Pacific,United Arab Emirates,partial,,
Sportradar,Asia-Pacific,Iran,partial,,
Sportradar,Asia-Pacific,Iraq,partial,,
Sportradar,Asia-Pacific,New Zealand,partial,,
Sportradar,CAF / Continental Africa,South Africa,unknown,,
Sportradar,CAF / Continental Africa,Nigeria,unknown,,
Sportradar,CAF / Continental Africa,Ghana,unknown,,
Sportradar,CAF / Continental Africa,Ivory Coast,unknown,,
Sportradar,CAF / Continental Africa,Senegal,unknown,,
Sportradar,CAF / Continental Africa,Cameroon,unknown,,
Sportradar,CAF / Continental Africa,Kenya,unknown,,
Sportradar,CAF / Continental Africa,Tanzania,unknown,,
Sportradar,CAF / Continental Africa,Zambia,unknown,,
Sportradar,CAF / Continental Africa,Mali,unknown,,
Sportradar,CAF / Continental Africa,Ethiopia,unknown,,
Sportradar,CAF / Continental Africa,Uganda,unknown,,
Sportradar,CAF / Continental Africa,Zimbabwe,unknown,,
Sportradar,CAF / Continental Africa,Angola,unknown,,
Sportradar,CAF / Continental Africa,Mozambique,unknown,,
Sportradar,CAF / Continental Africa,DR Congo,unknown,,
Sportradar,CAF / Continental Africa,Rwanda,unknown,,
Sportradar,CAF / Continental Africa,Burkina Faso,unknown,,
Sportradar,CAF / Continental Africa,Guinea,unknown,,
Sportradar,CAF / Continental Africa,Benin,unknown,,
Sportradar,CAF / Continental Africa,Togo,unknown,,
Sportradar,CAF / Continental Africa,Sierra Leone,unknown,,
Sportradar,CAF / Continental Africa,Liberia,unknown,,
Sportradar,CAF / Continental Africa,Gabon,unknown,,
Sportradar,CAF / Continental Africa,Congo,unknown,,
Sportradar,CAF / Continental Africa,Namibia,unknown,,
Sportradar,CAF / Continental Africa,Botswana,unknown,,
Sportradar,CAF / Continental Africa,Malawi,unknown,,
Sportradar,CAF / Continental Africa,Madagascar,unknown,,
Sportradar,CAF / Continental Africa,Sudan,unknown,,
Sportradar,CAF / Continental Africa,Libya,unknown,,
Sportradar,CAF / Continental Africa,Mauritania,unknown,,
Sportradar,CAF / Continental Africa,Niger,unknown,,
Sportradar,CAF / Continental Africa,Chad,unknown,,
Sportradar,CAF / Continental Africa,Central African Republic,unknown,,
Sportradar,CAF / Continental Africa,Eritrea,unknown,,
Sportradar,CAF / Continental Africa,Djibouti,unknown,,
Sportradar,CAF / Continental Africa,Somalia,unknown,,
Sportradar,CAF / Continental Africa,Burundi,unknown,,
Sportradar,CAF / Continental Africa,Eswatini,unknown,,
Sportradar,CAF / Continental Africa,Lesotho,unknown,,
Sportradar,CAF / Continental Africa,Gambia,unknown,,
Sportradar,CAF / Continental Africa,Guinea-Bissau,unknown,,
Sportradar,CAF / Continental Africa,Cape Verde,unknown,,
Sportradar,CAF / Continental Africa,Equatorial Guinea,unknown,,
Sportradar,CAF / Continental Africa,Comoros,unknown,,
Sportradar,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Morocco,none,,
Sportradar,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Algeria,none,,
Sportradar,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Tunisia,none,,
Sportradar,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Egypt,none,,
Sportradar,South America,Brazil,unknown,,
Sportradar,South America,Argentina,unknown,,
Sportradar,South America,Uruguay,unknown,,
Sportradar,South America,Chile,unknown,,
Sportradar,South America,Colombia,unknown,,
Sportradar,South America,Peru,unknown,,
Sportradar,South America,Ecuador,unknown,,
Sportradar,South America,Paraguay,unknown,,
Sportradar,South America,Bolivia,unknown,,
Sportradar,South America,Venezuela,unknown,,
Stats Perform (Opta),Europe (major leagues),England,full,Confirmed Stats Perform named exclusive official Premier League statistics partner,
Stats Perform (Opta),Europe (major leagues),Spain,full,Confirmed LaLiga extended its exclusive official data partnership with Stats Perform through 2028,
Stats Perform (Opta),Europe (major leagues),Germany,partial,"Stats Perform maintains dedicated Bundesliga data pages and product coverage, but no single explicit 'exclusive partnership announced' press release found in this search pass -- marked partial rather than full to avoid overstating confidence",
Stats Perform (Opta),Europe (major leagues),France,full,"Ligue de Football Professionnel (Ligue 1) confirmed data partnership with STATS (now part of Stats Perform), found while cross-checking the Algeria false-lead earlier in this project",
Stats Perform (Opta),Europe (major leagues),Italy,partial,Stats Perform maintains a dedicated Opta Italian football product page but no single explicit 'exclusive partnership announced' press release found in this search pass -- marked partial rather than full to avoid overstating confidence,
Stats Perform (Opta),Europe (major leagues),Netherlands,full,Confirmed Eredivisie 3-year extension of its Stats Perform data partnership,
Stats Perform (Opta),Europe (major leagues),Portugal,full,Confirmed Opta/Stats Perform coverage of the Primeira Liga (Opta player-stats pages exist for multiple seasons),
Stats Perform (Opta),Europe (major leagues),Belgium,full,Confirmed Belgian Pro League and Stats Perform partnership expansion,
Stats Perform (Opta),Europe (major leagues),Turkey,full,Confirmed Opta/Stats Perform coverage of the Turkish Super Lig (Opta player-stats pages exist for multiple seasons),
Stats Perform (Opta),Europe (major leagues),Poland,full,Confirmed Stats Perform expanded Opta data deal with PKO BP Ekstraklasa,
Stats Perform (Opta),Europe (major leagues),Scotland,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,likely_undetected
Stats Perform (Opta),Europe (major leagues),Austria,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,likely_undetected
Stats Perform (Opta),Europe (major leagues),Switzerland,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,likely_undetected
Stats Perform (Opta),Europe (major leagues),Denmark,full,Confirmed Danish 3F Superliga extended its collaboration with Stats Perform for in-depth Opta data,
Stats Perform (Opta),Europe (major leagues),Sweden,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,likely_undetected
Stats Perform (Opta),Europe (major leagues),Norway,full,,
Stats Perform (Opta),Europe (major leagues),Greece,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,likely_undetected
Stats Perform (Opta),Europe (major leagues),Ukraine,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,likely_undetected
Stats Perform (Opta),Europe (major leagues),Russia,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,likely_undetected
Stats Perform (Opta),Europe (major leagues),Czech Republic,full,"Confirmed Stats Perform/Opta partnership with the Czech league, cited by Stats Perform as helping double online fan engagement and grow TV audiences",
Stats Perform (Opta),Europe (major leagues),Croatia,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,likely_undetected
Stats Perform (Opta),Europe (major leagues),Serbia,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,likely_undetected
Stats Perform (Opta),Europe (major leagues),Romania,full,,
Stats Perform (Opta),Europe (major leagues),Hungary,full,,
Stats Perform (Opta),Europe (major leagues),Ireland,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,likely_undetected
Stats Perform (Opta),Europe (major leagues),Wales,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,likely_undetected
Stats Perform (Opta),Europe (major leagues),Finland,full,,
Stats Perform (Opta),Europe (major leagues),Iceland,full,,
Stats Perform (Opta),Europe (major leagues),Slovakia,full,,
Stats Perform (Opta),Europe (major leagues),Slovenia,full,,
Stats Perform (Opta),Europe (major leagues),Bulgaria,full,,
Stats Perform (Opta),Europe (major leagues),Bosnia and Herzegovina,full,,
Stats Perform (Opta),Europe (major leagues),Cyprus,full,,
Stats Perform (Opta),Europe (major leagues),Israel,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,likely_undetected
Stats Perform (Opta),Europe (major leagues),Georgia,full,,
Stats Perform (Opta),Europe (major leagues),Azerbaijan,full,,
Stats Perform (Opta),Europe (major leagues),Kazakhstan,full,,
Stats Perform (Opta),Europe (major leagues),Albania,full,,
Stats Perform (Opta),Europe (major leagues),Montenegro,full,,
Stats Perform (Opta),North America,United States,full,Confirmed Major League Soccer and U.S. Soccer selected Stats Perform as exclusive global data partner,
Stats Perform (Opta),North America,Canada,partial,,
Stats Perform (Opta),North America,Mexico,full,Confirmed Opta/Stats Perform coverage of Liga MX (Opta player-stats pages exist for multiple seasons),
Stats Perform (Opta),Asia-Pacific,Japan,partial,Stats Perform maintains a dedicated Japan product page (statsperform.com/japan) but J.League also runs its own separate data platform; no explicit exclusive-partnership press release found -- marked partial rather than full,
Stats Perform (Opta),Asia-Pacific,South Korea,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,likely_undetected
Stats Perform (Opta),Asia-Pacific,China,full,Confirmed Chinese Super League and Stats Perform extended data partnership,
Stats Perform (Opta),Asia-Pacific,Australia,full,"Confirmed A-Leagues extended its partnership with Stats Perform, adding Opta Stream and Opta Search",
Stats Perform (Opta),Asia-Pacific,India,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,likely_undetected
Stats Perform (Opta),Asia-Pacific,Thailand,full,Confirmed Football Association of Thailand selected Stats Perform for an exclusive long-term official data and integrity deal,
Stats Perform (Opta),Asia-Pacific,Vietnam,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),Asia-Pacific,Indonesia,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),Asia-Pacific,Malaysia,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),Asia-Pacific,Philippines,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),Asia-Pacific,Singapore,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),Asia-Pacific,Saudi Arabia,full,Confirmed expanded Stats Perform/OptaAI partnership with Saudi Pro League and clubs (Dec 2024),
Stats Perform (Opta),Asia-Pacific,Qatar,full,"Confirmed Stats Perform partnership with Qatar Stars League, extended for a 9th consecutive season",
Stats Perform (Opta),Asia-Pacific,United Arab Emirates,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found for the UAE Pro League,likely_undetected
Stats Perform (Opta),Asia-Pacific,Iran,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),Asia-Pacific,Iraq,partial,,
Stats Perform (Opta),Asia-Pacific,New Zealand,partial,,
Stats Perform (Opta),CAF / Continental Africa,South Africa,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Nigeria,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found for the Nigeria Professional Football League,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,Ghana,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found for the Ghana Premier League,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,Ivory Coast,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,Senegal,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,Cameroon,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,Kenya,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,Tanzania,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,Zambia,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,Mali,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,Ethiopia,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,Uganda,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,Zimbabwe,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,Angola,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,Mozambique,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,DR Congo,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,Rwanda,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,plausible_gap
Stats Perform (Opta),CAF / Continental Africa,Burkina Faso,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Guinea,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Benin,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Togo,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Sierra Leone,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Liberia,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Gabon,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Congo,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Namibia,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Botswana,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Malawi,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Madagascar,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Sudan,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Libya,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Mauritania,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Niger,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Chad,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Central African Republic,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Eritrea,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Djibouti,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Somalia,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Burundi,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Eswatini,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Lesotho,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Gambia,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Guinea-Bissau,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Cape Verde,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Equatorial Guinea,unknown,,
Stats Perform (Opta),CAF / Continental Africa,Comoros,unknown,,
Stats Perform (Opta),"North Africa (Morocco, Algeria, Tunisia, Egypt)",Morocco,none,,
Stats Perform (Opta),"North Africa (Morocco, Algeria, Tunisia, Egypt)",Algeria,none,,
Stats Perform (Opta),"North Africa (Morocco, Algeria, Tunisia, Egypt)",Tunisia,none,,
Stats Perform (Opta),"North Africa (Morocco, Algeria, Tunisia, Egypt)",Egypt,none,,
Stats Perform (Opta),South America,Brazil,full,Confirmed Stats Perform named exclusive betting-streaming-rights and betting-data provider of the Brasileirao Serie A & Serie B,
Stats Perform (Opta),South America,Argentina,full,Also confirmed Opta/Stats Perform coverage of Liga Profesional Argentina,
Stats Perform (Opta),South America,Uruguay,unknown,Checked directly (Aug 2026 search pass): no country-specific partnership found beyond the general CONMEBOL-level Stats Perform coverage already recorded at region level,plausible_gap
Stats Perform (Opta),South America,Chile,unknown,Checked directly (Aug 2026 search pass): no official data-provider partnership found,likely_undetected
Stats Perform (Opta),South America,Colombia,full,Confirmed DIMAYOR (Colombian football authority) named Stats Perform as official data partner,
Stats Perform (Opta),South America,Peru,unknown,Checked directly (Aug 2026 search pass): no country-specific partnership found beyond the general CONMEBOL-level Stats Perform coverage already recorded at region level,plausible_gap
Stats Perform (Opta),South America,Ecuador,unknown,Checked directly (Aug 2026 search pass): no country-specific partnership found beyond the general CONMEBOL-level Stats Perform coverage already recorded at region level,plausible_gap
Stats Perform (Opta),South America,Paraguay,unknown,Checked directly (Aug 2026 search pass): no country-specific partnership found beyond the general CONMEBOL-level Stats Perform coverage already recorded at region level,plausible_gap
Stats Perform (Opta),South America,Bolivia,unknown,Checked directly (Aug 2026 search pass): no country-specific partnership found beyond the general CONMEBOL-level Stats Perform coverage already recorded at region level,plausible_gap
Stats Perform (Opta),South America,Venezuela,unknown,Checked directly (Aug 2026 search pass): no country-specific partnership found beyond the general CONMEBOL-level Stats Perform coverage already recorded at region level,plausible_gap
StatsBomb,Europe (major leagues),England,unknown,,
StatsBomb,Europe (major leagues),Spain,unknown,,
StatsBomb,Europe (major leagues),Germany,unknown,,
StatsBomb,Europe (major leagues),France,unknown,,
StatsBomb,Europe (major leagues),Italy,unknown,,
StatsBomb,Europe (major leagues),Netherlands,unknown,,
StatsBomb,Europe (major leagues),Portugal,unknown,,
StatsBomb,Europe (major leagues),Belgium,unknown,,
StatsBomb,Europe (major leagues),Turkey,unknown,,
StatsBomb,Europe (major leagues),Poland,unknown,,
StatsBomb,Europe (major leagues),Scotland,unknown,,
StatsBomb,Europe (major leagues),Austria,unknown,,
StatsBomb,Europe (major leagues),Switzerland,unknown,,
StatsBomb,Europe (major leagues),Denmark,unknown,,
StatsBomb,Europe (major leagues),Sweden,unknown,,
StatsBomb,Europe (major leagues),Norway,unknown,,
StatsBomb,Europe (major leagues),Greece,unknown,,
StatsBomb,Europe (major leagues),Ukraine,unknown,,
StatsBomb,Europe (major leagues),Russia,unknown,,
StatsBomb,Europe (major leagues),Czech Republic,unknown,,
StatsBomb,Europe (major leagues),Croatia,unknown,,
StatsBomb,Europe (major leagues),Serbia,unknown,,
StatsBomb,Europe (major leagues),Romania,unknown,,
StatsBomb,Europe (major leagues),Hungary,unknown,,
StatsBomb,Europe (major leagues),Ireland,unknown,,
StatsBomb,Europe (major leagues),Wales,unknown,,
StatsBomb,Europe (major leagues),Finland,unknown,,
StatsBomb,Europe (major leagues),Iceland,unknown,,
StatsBomb,Europe (major leagues),Slovakia,unknown,,
StatsBomb,Europe (major leagues),Slovenia,unknown,,
StatsBomb,Europe (major leagues),Bulgaria,unknown,,
StatsBomb,Europe (major leagues),Bosnia and Herzegovina,unknown,,
StatsBomb,Europe (major leagues),Cyprus,unknown,,
StatsBomb,Europe (major leagues),Israel,unknown,,
StatsBomb,Europe (major leagues),Georgia,unknown,,
StatsBomb,Europe (major leagues),Azerbaijan,unknown,,
StatsBomb,Europe (major leagues),Kazakhstan,unknown,,
StatsBomb,Europe (major leagues),Albania,unknown,,
StatsBomb,Europe (major leagues),Montenegro,unknown,,
StatsBomb,North America,United States,unknown,,
StatsBomb,North America,Canada,unknown,,
StatsBomb,North America,Mexico,unknown,,
StatsBomb,Asia-Pacific,Japan,unknown,,
StatsBomb,Asia-Pacific,South Korea,unknown,,
StatsBomb,Asia-Pacific,China,unknown,,
StatsBomb,Asia-Pacific,Australia,unknown,,
StatsBomb,Asia-Pacific,India,unknown,,
StatsBomb,Asia-Pacific,Thailand,unknown,,
StatsBomb,Asia-Pacific,Vietnam,unknown,,
StatsBomb,Asia-Pacific,Indonesia,unknown,,
StatsBomb,Asia-Pacific,Malaysia,unknown,,
StatsBomb,Asia-Pacific,Philippines,unknown,,
StatsBomb,Asia-Pacific,Singapore,unknown,,
StatsBomb,Asia-Pacific,Saudi Arabia,unknown,,
StatsBomb,Asia-Pacific,Qatar,unknown,,
StatsBomb,Asia-Pacific,United Arab Emirates,unknown,,
StatsBomb,Asia-Pacific,Iran,unknown,,
StatsBomb,Asia-Pacific,Iraq,unknown,,
StatsBomb,Asia-Pacific,New Zealand,unknown,,
StatsBomb,CAF / Continental Africa,South Africa,unknown,,
StatsBomb,CAF / Continental Africa,Nigeria,unknown,,
StatsBomb,CAF / Continental Africa,Ghana,unknown,,
StatsBomb,CAF / Continental Africa,Ivory Coast,unknown,,
StatsBomb,CAF / Continental Africa,Senegal,unknown,,
StatsBomb,CAF / Continental Africa,Cameroon,unknown,,
StatsBomb,CAF / Continental Africa,Kenya,unknown,,
StatsBomb,CAF / Continental Africa,Tanzania,unknown,,
StatsBomb,CAF / Continental Africa,Zambia,unknown,,
StatsBomb,CAF / Continental Africa,Mali,unknown,,
StatsBomb,CAF / Continental Africa,Ethiopia,unknown,,
StatsBomb,CAF / Continental Africa,Uganda,unknown,,
StatsBomb,CAF / Continental Africa,Zimbabwe,unknown,,
StatsBomb,CAF / Continental Africa,Angola,unknown,,
StatsBomb,CAF / Continental Africa,Mozambique,unknown,,
StatsBomb,CAF / Continental Africa,DR Congo,unknown,,
StatsBomb,CAF / Continental Africa,Rwanda,unknown,,
StatsBomb,CAF / Continental Africa,Burkina Faso,unknown,,
StatsBomb,CAF / Continental Africa,Guinea,unknown,,
StatsBomb,CAF / Continental Africa,Benin,unknown,,
StatsBomb,CAF / Continental Africa,Togo,unknown,,
StatsBomb,CAF / Continental Africa,Sierra Leone,unknown,,
StatsBomb,CAF / Continental Africa,Liberia,unknown,,
StatsBomb,CAF / Continental Africa,Gabon,unknown,,
StatsBomb,CAF / Continental Africa,Congo,unknown,,
StatsBomb,CAF / Continental Africa,Namibia,unknown,,
StatsBomb,CAF / Continental Africa,Botswana,unknown,,
StatsBomb,CAF / Continental Africa,Malawi,unknown,,
StatsBomb,CAF / Continental Africa,Madagascar,unknown,,
StatsBomb,CAF / Continental Africa,Sudan,unknown,,
StatsBomb,CAF / Continental Africa,Libya,unknown,,
StatsBomb,CAF / Continental Africa,Mauritania,unknown,,
StatsBomb,CAF / Continental Africa,Niger,unknown,,
StatsBomb,CAF / Continental Africa,Chad,unknown,,
StatsBomb,CAF / Continental Africa,Central African Republic,unknown,,
StatsBomb,CAF / Continental Africa,Eritrea,unknown,,
StatsBomb,CAF / Continental Africa,Djibouti,unknown,,
StatsBomb,CAF / Continental Africa,Somalia,unknown,,
StatsBomb,CAF / Continental Africa,Burundi,unknown,,
StatsBomb,CAF / Continental Africa,Eswatini,unknown,,
StatsBomb,CAF / Continental Africa,Lesotho,unknown,,
StatsBomb,CAF / Continental Africa,Gambia,unknown,,
StatsBomb,CAF / Continental Africa,Guinea-Bissau,unknown,,
StatsBomb,CAF / Continental Africa,Cape Verde,unknown,,
StatsBomb,CAF / Continental Africa,Equatorial Guinea,unknown,,
StatsBomb,CAF / Continental Africa,Comoros,unknown,,
StatsBomb,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Morocco,unknown,,
StatsBomb,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Algeria,unknown,,
StatsBomb,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Tunisia,unknown,,
StatsBomb,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Egypt,unknown,,
StatsBomb,South America,Brazil,unknown,,
StatsBomb,South America,Argentina,unknown,,
StatsBomb,South America,Uruguay,unknown,,
StatsBomb,South America,Chile,unknown,,
StatsBomb,South America,Colombia,unknown,,
StatsBomb,South America,Peru,unknown,,
StatsBomb,South America,Ecuador,unknown,,
StatsBomb,South America,Paraguay,unknown,,
StatsBomb,South America,Bolivia,unknown,,
StatsBomb,South America,Venezuela,unknown,,
Transfermarkt,Europe (major leagues),England,full,,
Transfermarkt,Europe (major leagues),Spain,full,,
Transfermarkt,Europe (major leagues),Germany,full,,
Transfermarkt,Europe (major leagues),France,full,,
Transfermarkt,Europe (major leagues),Italy,full,,
Transfermarkt,Europe (major leagues),Netherlands,full,,
Transfermarkt,Europe (major leagues),Portugal,full,,
Transfermarkt,Europe (major leagues),Belgium,full,,
Transfermarkt,Europe (major leagues),Turkey,full,,
Transfermarkt,Europe (major leagues),Poland,full,,
Transfermarkt,Europe (major leagues),Scotland,full,,
Transfermarkt,Europe (major leagues),Austria,full,,
Transfermarkt,Europe (major leagues),Switzerland,full,,
Transfermarkt,Europe (major leagues),Denmark,full,,
Transfermarkt,Europe (major leagues),Sweden,full,,
Transfermarkt,Europe (major leagues),Norway,full,,
Transfermarkt,Europe (major leagues),Greece,full,,
Transfermarkt,Europe (major leagues),Ukraine,full,,
Transfermarkt,Europe (major leagues),Russia,full,,
Transfermarkt,Europe (major leagues),Czech Republic,full,,
Transfermarkt,Europe (major leagues),Croatia,full,,
Transfermarkt,Europe (major leagues),Serbia,full,,
Transfermarkt,Europe (major leagues),Romania,full,,
Transfermarkt,Europe (major leagues),Hungary,full,,
Transfermarkt,Europe (major leagues),Ireland,full,,
Transfermarkt,Europe (major leagues),Wales,full,,
Transfermarkt,Europe (major leagues),Finland,full,,
Transfermarkt,Europe (major leagues),Iceland,full,,
Transfermarkt,Europe (major leagues),Slovakia,full,,
Transfermarkt,Europe (major leagues),Slovenia,full,,
Transfermarkt,Europe (major leagues),Bulgaria,full,,
Transfermarkt,Europe (major leagues),Bosnia and Herzegovina,full,,
Transfermarkt,Europe (major leagues),Cyprus,full,,
Transfermarkt,Europe (major leagues),Israel,full,,
Transfermarkt,Europe (major leagues),Georgia,full,,
Transfermarkt,Europe (major leagues),Azerbaijan,full,,
Transfermarkt,Europe (major leagues),Kazakhstan,full,,
Transfermarkt,Europe (major leagues),Albania,full,,
Transfermarkt,Europe (major leagues),Montenegro,full,,
Transfermarkt,North America,United States,full,,
Transfermarkt,North America,Canada,full,,
Transfermarkt,North America,Mexico,full,,
Transfermarkt,Asia-Pacific,Japan,full,,
Transfermarkt,Asia-Pacific,South Korea,full,,
Transfermarkt,Asia-Pacific,China,full,,
Transfermarkt,Asia-Pacific,Australia,full,,
Transfermarkt,Asia-Pacific,India,full,,
Transfermarkt,Asia-Pacific,Thailand,full,,
Transfermarkt,Asia-Pacific,Vietnam,full,,
Transfermarkt,Asia-Pacific,Indonesia,full,,
Transfermarkt,Asia-Pacific,Malaysia,full,,
Transfermarkt,Asia-Pacific,Philippines,full,,
Transfermarkt,Asia-Pacific,Singapore,full,,
Transfermarkt,Asia-Pacific,Saudi Arabia,full,,
Transfermarkt,Asia-Pacific,Qatar,full,,
Transfermarkt,Asia-Pacific,United Arab Emirates,full,,
Transfermarkt,Asia-Pacific,Iran,full,,
Transfermarkt,Asia-Pacific,Iraq,full,,
Transfermarkt,Asia-Pacific,New Zealand,full,,
Transfermarkt,CAF / Continental Africa,South Africa,partial,,
Transfermarkt,CAF / Continental Africa,Nigeria,partial,,
Transfermarkt,CAF / Continental Africa,Ghana,partial,,
Transfermarkt,CAF / Continental Africa,Ivory Coast,partial,,
Transfermarkt,CAF / Continental Africa,Senegal,partial,,
Transfermarkt,CAF / Continental Africa,Cameroon,partial,,
Transfermarkt,CAF / Continental Africa,Kenya,partial,,
Transfermarkt,CAF / Continental Africa,Tanzania,partial,,
Transfermarkt,CAF / Continental Africa,Zambia,partial,,
Transfermarkt,CAF / Continental Africa,Mali,partial,,
Transfermarkt,CAF / Continental Africa,Ethiopia,partial,,
Transfermarkt,CAF / Continental Africa,Uganda,partial,,
Transfermarkt,CAF / Continental Africa,Zimbabwe,partial,,
Transfermarkt,CAF / Continental Africa,Angola,partial,,
Transfermarkt,CAF / Continental Africa,Mozambique,partial,,
Transfermarkt,CAF / Continental Africa,DR Congo,partial,,
Transfermarkt,CAF / Continental Africa,Rwanda,partial,,
Transfermarkt,CAF / Continental Africa,Burkina Faso,partial,,
